title,author,raw_isbn_in_csv,cleaned_isbn_attempt,skip_reason
"Lucian Bane Books Checklist: Reading Order of Dom Wars Series, Mercy Series, Ruin Series, Reginald Bones Series and List of All Lucian Bane Books",Phoenix Zayden,'B084M6WZ3K,08463,Invalid Length (not 10 or 13 after cleaning)
One for the Money,Jeaniene Frost (Goodreads Author),'B01HOYA9BO,019,Invalid Length (not 10 or 13 after cleaning)
Sarah's Song,Karen Kingsbury (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Love is Fear,Caroline Hanson (Goodreads Author),'B006M6XV1Q,00661,Invalid Length (not 10 or 13 after cleaning)
Be Patient and Paradise Will Be Yours,"Darussalam, Darussalam",'B00E39SE4S,00394,Invalid Length (not 10 or 13 after cleaning)
Sweet,Tammara Webber (Goodreads Author),'B00T6G47SA,00647,Invalid Length (not 10 or 13 after cleaning)
Summerland,Elin Hilderbrand (Goodreads Author),'B005SCSBWO,005,Invalid Length (not 10 or 13 after cleaning)
Winter Falls,Nicole Maggi (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Three Blind Mice and Other Stories,Agatha Christie,,,Invalid Length (not 10 or 13 after cleaning)
The Virgin Cowboy,Alexa Riley (Goodreads Author),'B01MDKB8R8,0188,Invalid Length (not 10 or 13 after cleaning)
Shielding Lily,Alexa Riley (Goodreads Author),'B01LY4Z0Z8,01408,Invalid Length (not 10 or 13 after cleaning)
The Naked Salon,Lisa Conway,,,Invalid Length (not 10 or 13 after cleaning)
A Rainy Night in G minor (Songdog Book 1),Peg Lewis (Goodreads Author),'B07K2KW7NC,0727,Invalid Length (not 10 or 13 after cleaning)
Act of Passion,Mandy M. Roth (Goodreads Author),'B077LDKJPJ,077,Invalid Length (not 10 or 13 after cleaning)
Dead Game,Claire Kinton (Goodreads Author),'B00500PYH4,005004,Invalid Length (not 10 or 13 after cleaning)
Unicorn Bait,S.A. Hunter (Goodreads Author),'B004UWU9IM,0049,Invalid Length (not 10 or 13 after cleaning)
Double Share,Nathan Lowell (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Haunted Sites of London,Richard Holland (Goodreads Author),'B009SL89IM,00989,Invalid Length (not 10 or 13 after cleaning)
Raging Love,Jennifer Foor (Goodreads Author),'B00A2WKJUC,002,Invalid Length (not 10 or 13 after cleaning)
A Christmas Bond,Lee Tobin McClain (Goodreads Author),'B00PBUEP2S,002,Invalid Length (not 10 or 13 after cleaning)
Notorious Nineteen,Janet Evanovich (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Elsker,S.T. Bende (Goodreads Author),'B00KE627N8,006278,Invalid Length (not 10 or 13 after cleaning)
Remember When,T. Torrest (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Exiled,RaShelle Workman (Goodreads Author),'B005S5LSU8,00558,Invalid Length (not 10 or 13 after cleaning)
Gad's Hall / The Haunting of Gad's Hall,Norah Lofts,,,Invalid Length (not 10 or 13 after cleaning)
"The Doors of His Face, the Lamps of His Mouth",Roger Zelazny,,,Invalid Length (not 10 or 13 after cleaning)
Within These Walls,J.L. Berg (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Roping The Virgin,Alexa Riley (Goodreads Author),'B01LWONZGV,01,Invalid Length (not 10 or 13 after cleaning)
A Flight of Souls,Bella Forrest (Goodreads Author),'B01AKBJ0B8,0108,Invalid Length (not 10 or 13 after cleaning)
Passive Income Generating Methods: Passive Income Generating Junkie,Brandon Gates,'B07516N1R1,0751611,Invalid Length (not 10 or 13 after cleaning)
Midnight Echoes,Mandy M. Roth (Goodreads Author),'B01N0M4SE1,01041,Invalid Length (not 10 or 13 after cleaning)
Where Is God When It Hurts?,Philip Yancey (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
A Sliver of Shadow,Allison Pang (Goodreads Author),'B005GG0KTY,0050,Invalid Length (not 10 or 13 after cleaning)
"Making Comics: Storytelling Secrets of Comics, Manga and Graphic Novels",Scott McCloud (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
"Walt Disney - Eeyore, Be Happy (A Little Golden Book)","Don Ferguson, Walt Disney Company (Illustrations)",,,Invalid Length (not 10 or 13 after cleaning)
Stockholm Syndrome,Richard Rider (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Mr. Beautiful,R.K. Lilley (Goodreads Author),'B00OIMWFNQ,00,Invalid Length (not 10 or 13 after cleaning)
The Warrior,"Joyce Swann (Goodreads Author), Stefan Swann (Illustrator)",,,Invalid Length (not 10 or 13 after cleaning)
Fledgling,Natasha S. Brown (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Neptune Challenge,Polly Holyoke (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Blue Woods,Nicole Maggi (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
L'amore non è mai una cosa semplice,Anna Premoli (Goodreads Author),'B015X2ZQ7G,01527,Invalid Length (not 10 or 13 after cleaning)
The Wanted Virgin,Alexa Riley (Goodreads Author),'B01LX3D197,013197,Invalid Length (not 10 or 13 after cleaning)
A Bridge of Stars,Bella Forrest (Goodreads Author),'B01BNSXXDI,01,Invalid Length (not 10 or 13 after cleaning)
"Misao, The Big Mama And Fukumaru The Cat Goodbye Hello (Japanese and English Edition)",Miyoko Ihara,,,Invalid Length (not 10 or 13 after cleaning)
The Stolen Child,Brian McGilloway,'B004ULYBJQ,004,Invalid Length (not 10 or 13 after cleaning)
Passive Income: How to Get Started Selling on Amazon,Brandon Gates,'B07M8SBSW9,0789,Invalid Length (not 10 or 13 after cleaning)
Expecting Darkness,Mandy M. Roth (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Cuts Like an Angel: The Complete Series,"Mason Sabre (Goodreads Author), Lucian Bane (Goodreads Author)",'B07PRQ78RB,0778,Invalid Length (not 10 or 13 after cleaning)
Covenant's End,Ari Marmell (Goodreads Author),'B00MKZ0N7I,0007,Invalid Length (not 10 or 13 after cleaning)
Annihilate Me: Holiday,Christina Ross (Goodreads Author),'B00FZ2EU5E,0025,Invalid Length (not 10 or 13 after cleaning)
Fraternizing,C.C. Brown (Goodreads Author),'B00FN7W9JA,0079,Invalid Length (not 10 or 13 after cleaning)
Cowboy Heat,Sable Hunter (Goodreads Author),'B0047T7ES6,004776,Invalid Length (not 10 or 13 after cleaning)
The Snow Angel,Lulu Taylor,'B00LB89UXS,0089,Invalid Length (not 10 or 13 after cleaning)
12 Days of Christmas: Naughty or Nice?,"Eva Simone (Goodreads Author), Lilliana Anderson (Goodreads Author), Lucian Bane (Goodreads Author), Tommy Crown (Goodreads Author), Ella Dominguez (Goodreads Author), Megan Fields (Goodreads Author), Danielle Jamie (Goodreads Author), Brandace Morrow (Goodreads Author), more…",,,Invalid Length (not 10 or 13 after cleaning)
The Case Book of Irene Adler,San Cassimally,'B0097VVC4G,00974,Invalid Length (not 10 or 13 after cleaning)
Annihilate Me Vol. 4,Christina Ross (Goodreads Author),'B00FZ2EBSK,002,Invalid Length (not 10 or 13 after cleaning)
Phenomenal X,Michelle A. Valentine (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Рубашка,Евгений Гришковец,,,Invalid Length (not 10 or 13 after cleaning)
Innocence Defied,Lainey Reese (Goodreads Author),'B00C6ZTN64,00664,Invalid Length (not 10 or 13 after cleaning)
A Trail of Echoes,Bella Forrest (Goodreads Author),'B014B0BG4I,01404,Invalid Length (not 10 or 13 after cleaning)
My Mum Is A Loser,Jim Smith (Goodreads Author),'B009359K04,00935904,Invalid Length (not 10 or 13 after cleaning)
"Mindfulness: Yoga And Meditation, Simple Beginners Guide To Stress Relief And Happiness",George M. Posi (Goodreads Author),'B07MB3DF6N,0736,Invalid Length (not 10 or 13 after cleaning)
Strategic Vulnerability,Mandy M. Roth (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Shadows of the Past,Carmen Stefanescu (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Blood,Tara Maya (Goodreads Author),'B00BG04GLM,0004,Invalid Length (not 10 or 13 after cleaning)
Lana,R.K. Lilley (Goodreads Author),'B00BS48IR4,00484,Invalid Length (not 10 or 13 after cleaning)
Wide Open,Shelly Crane (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
After the Bridge,Cassandra Clare (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Реки,Евгений Гришковец,,,Invalid Length (not 10 or 13 after cleaning)
A Clan of Novaks,Bella Forrest (Goodreads Author),'B01CPM6DEW,016,Invalid Length (not 10 or 13 after cleaning)
Procrastination: How To Stop Wasting Your Time And Be More Productive,George M. Posi (Goodreads Author),'B07MDP8DTP,078,Invalid Length (not 10 or 13 after cleaning)
The Umbrella Academy: Apocalypse Suite #1,"Gerard Way, Gabriel Bá (Illustrator)",'B01663Z6BM,016636,Invalid Length (not 10 or 13 after cleaning)
Consume,Shelly Crane (Goodreads Author),'B0084HAYF2,00842,Invalid Length (not 10 or 13 after cleaning)
Branding the Virgin,Alexa Riley (Goodreads Author),'B01KIS5D7S,0157,Invalid Length (not 10 or 13 after cleaning)
A Web of Lies,Bella Forrest (Goodreads Author),'B01EK79WXY,0179,Invalid Length (not 10 or 13 after cleaning)
Always Know What To Say - Easy Ways To Approach And Talk To Anyone,Peter W. Murphy (Goodreads Author),'B006YTTVHO,006,Invalid Length (not 10 or 13 after cleaning)
Emperor of Rome,Robert Fabbri,,,Invalid Length (not 10 or 13 after cleaning)
The Perfect First,Maya Hughes (Goodreads Author),'B07R1T5L3D,07153,Invalid Length (not 10 or 13 after cleaning)
Funny Bones,"Kate Temple, Jol Temple, Oliver Phommavanh",'B07VRB4HC1,0741,Invalid Length (not 10 or 13 after cleaning)
Wide Spaces,Shelly Crane (Goodreads Author),'B00G2MBE78,00278,Invalid Length (not 10 or 13 after cleaning)
Devour,Shelly Crane (Goodreads Author),'B006287MG4,0062874,Invalid Length (not 10 or 13 after cleaning)
Free Falling,Susan Kiernan-Lewis (Goodreads Author),'B007NZLQAS,007,Invalid Length (not 10 or 13 after cleaning)
Love Stage!! 1,"Eiki Eiki, Taishi Zaou, 蔵王 大志",,,Invalid Length (not 10 or 13 after cleaning)
Funny Jokes (FREE Joke Book Download Included!): 125+ Hilarious Jokes (Funny and Hilarious Joke Book for Children),Johnny B. Laughing,'B00KV3VBXQ,003,Invalid Length (not 10 or 13 after cleaning)
Schattentochter,Maya Shepherd (Goodreads Author),'B019JZ07MC,01907,Invalid Length (not 10 or 13 after cleaning)
A World of New,Bella Forrest (Goodreads Author),'B01DMQ0WWY,010,Invalid Length (not 10 or 13 after cleaning)
Iron Fey: The Iron King / Winter's Passage / The Iron Daughter / The Iron Queen / Summer's Crossing / The Iron Knight / Iron's Prophecy / The Lost Prince ... Traitor (Mills & Boon e-Book Collections),Julie Kagawa (Goodreads Author),'B00I0X1S6Y,00016,Invalid Length (not 10 or 13 after cleaning)
Immortal Ops,Mandy M. Roth (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Eternally North,Tillie Cole (Goodreads Author),'B00CO73GA8,00738,Invalid Length (not 10 or 13 after cleaning)
A Cool Million,Nathanael West,,,Invalid Length (not 10 or 13 after cleaning)
Wing,Tara Maya (Goodreads Author),'B009OUY6FM,0096,Invalid Length (not 10 or 13 after cleaning)
Annihilate Me Vol. 3,Christina Ross (Goodreads Author),'B00CJGUKRQ,00,Invalid Length (not 10 or 13 after cleaning)
The Last Praetorian,Mike Smith (Goodreads Author),'B00A0M85KK,00085,Invalid Length (not 10 or 13 after cleaning)
Taken,Jacqui Rose (Goodreads Author),'B006FH2WFS,0062,Invalid Length (not 10 or 13 after cleaning)
Schattenchance,Maya Shepherd (Goodreads Author),'B01KX5Z448,015448,Invalid Length (not 10 or 13 after cleaning)
Taking the Fall: The Complete Series,Alexa Riley (Goodreads Author),'B00YW684CY,00684,Invalid Length (not 10 or 13 after cleaning)
David Jason: The Autobiography,David Jason,,,Invalid Length (not 10 or 13 after cleaning)
A Touch of Truth,Bella Forrest (Goodreads Author),'B01FAZL2Z6,0126,Invalid Length (not 10 or 13 after cleaning)
Kindle Fire Apps Top 100 Must Haves + Fire HD,Dustin Kaban,'B00CGANJVY,00,Invalid Length (not 10 or 13 after cleaning)
The Talon Saga Volume 1: Talon / Rogue / Soldier / Legion,Julie Kagawa (Goodreads Author),'B079K3H84Q,079384,Invalid Length (not 10 or 13 after cleaning)
You are the Best Wife,Ajay K. Pandey (Goodreads Author),'B01F3ZO566,013566,Invalid Length (not 10 or 13 after cleaning)
Wolf's Surrender,Mandy M. Roth (Goodreads Author),'B01D6J7946,0167946,Invalid Length (not 10 or 13 after cleaning)
Endgame,Chloe Walsh (Goodreads Author),'B06Y2FRW8R,0628,Invalid Length (not 10 or 13 after cleaning)
The Billionaire's Forever,Ava Claire (Goodreads Author),'B00EVL9HH6,0096,Invalid Length (not 10 or 13 after cleaning)
Skin Deep,J.M. Stone (Goodreads Author),'B00CJ1ICH6,0016,Invalid Length (not 10 or 13 after cleaning)
Come to Me Recklessly,A.L. Jackson (Goodreads Author),'B00KWG5Y6W,0056,Invalid Length (not 10 or 13 after cleaning)
The Billionaire and His Castaway,Alexa Riley (Goodreads Author),'B01HH82GHM,0182,Invalid Length (not 10 or 13 after cleaning)
A Twist of Fates,Bella Forrest (Goodreads Author),'B01I282KUY,01282,Invalid Length (not 10 or 13 after cleaning)
Blood of Eden trilogie,"Julie Kagawa (Goodreads Author), Karin de Haas (Translator), Angelique Verheijen (Translator)",'B06XX3VCYJ,063,Invalid Length (not 10 or 13 after cleaning)
The Sky of Endless Blue,Ava Miles (Goodreads Author),'B07GJY7T9F,0779,Invalid Length (not 10 or 13 after cleaning)
Taming Eric,"J.A. Melville (Goodreads Author), Bianca E. Eberle (Illustrator)",'B00G2EUA9E,0029,Invalid Length (not 10 or 13 after cleaning)
The Wrong Billionaire's Bed,Jessica Clare (Goodreads Author),'B009NY47D0,009470,Invalid Length (not 10 or 13 after cleaning)
Undertow,Elizabeth O'Roark (Goodreads Author),'B00EP6TCHC,006,Invalid Length (not 10 or 13 after cleaning)
Frey,Melissa Wright (Goodreads Author),'B005EIO02C,00502,Invalid Length (not 10 or 13 after cleaning)
Choose Me,Heidi McLaughlin (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Lying,"Sam Harris, Annaka Harris (Goodreads Author) (Editor)",'B005N0KL5G,00505,Invalid Length (not 10 or 13 after cleaning)
Three,Kristen Simmons (Goodreads Author),'B00EGJ6L3Q,0063,Invalid Length (not 10 or 13 after cleaning)
Restless Waters,Jessica Park (Goodreads Author),'B014J9OJ2C,01492,Invalid Length (not 10 or 13 after cleaning)
Riding Him,Alexa Riley (Goodreads Author),'B01IO0EWGA,010,Invalid Length (not 10 or 13 after cleaning)
A Day of Glory,Bella Forrest (Goodreads Author),'B01J520D0U,015200,Invalid Length (not 10 or 13 after cleaning)
A Child's Book of Saints,"William Canton, Thomas Heath Robinson (Illustrator)",'B0082POQ1Y,00821,Invalid Length (not 10 or 13 after cleaning)
Keto Diet: 100 Low Carb Recipes for Weight Loss,Gabriel Kellison,'B07MPP4GRH,074,Invalid Length (not 10 or 13 after cleaning)
Troubles and Treats,Tara Sivec (Goodreads Author),'B00AFZ7Q6G,0076,Invalid Length (not 10 or 13 after cleaning)
Love Among Lavender,Ava Miles (Goodreads Author),'B07PJ1J6JZ,0716,Invalid Length (not 10 or 13 after cleaning)
Wildest Dreams,Kristen Ashley (Goodreads Author),'B005HH1HVM,0051,Invalid Length (not 10 or 13 after cleaning)
Wicked Bite,Jeaniene Frost (Goodreads Author),'B07H56593Q,0756593,Invalid Length (not 10 or 13 after cleaning)
Natasha's Awakening,J.A. Melville (Goodreads Author),'B00DRFTQ96,0096,Invalid Length (not 10 or 13 after cleaning)
The Tinkerer's Daughter,Jamie Sedgwick (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
East End Jubilee,Carol Rivers (Goodreads Author),'B007IL4PNM,0074,Invalid Length (not 10 or 13 after cleaning)
Without Me,Chelle Bliss (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Enemy,Christopher Hitchens,'B0050W9FZO,00509,Invalid Length (not 10 or 13 after cleaning)
Verity Sparks and the Scarlet Hand,Susan Green,'B00YDLLXWG,00,Invalid Length (not 10 or 13 after cleaning)
Pulling His Trigger,Alexa Riley (Goodreads Author),'B01FTEBDZC,01,Invalid Length (not 10 or 13 after cleaning)
A Bond of Blood,Bella Forrest (Goodreads Author),'B00R1OU3O6,00136,Invalid Length (not 10 or 13 after cleaning)
The Witch of Endor: Vampires,Robert Kenneth Wheeler Jr.,'B078RX29TT,07829,Invalid Length (not 10 or 13 after cleaning)
Shelter for Koren,Susan Stoker (Goodreads Author),'B07DVPCZTQ,07,Invalid Length (not 10 or 13 after cleaning)
To the Far Blue Mountains,Louis L'Amour,,,Invalid Length (not 10 or 13 after cleaning)
The Secret History of a Teenage Vampire,Will Hill (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Promises After Dark,Sadie Matthews (Goodreads Author),'B009ZW9DNY,0099,Invalid Length (not 10 or 13 after cleaning)
Collide,Shelly Crane (Goodreads Author),'B0055Q8HDG,00558,Invalid Length (not 10 or 13 after cleaning)
The White Tree,Edward W. Robertson (Goodreads Author),'B004O0U8BI,00408,Invalid Length (not 10 or 13 after cleaning)
Three French Hens,Lynsay Sands (Goodreads Author),'B007ED709A,007709,Invalid Length (not 10 or 13 after cleaning)
The Revolution of Ivy,Amy Engel (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Enshrine,Chelle Bliss (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Die Augen des Iriden,"Maja Loewe, Timo Kümmel (Illustrator)",'B00Z6K6KCG,0066,Invalid Length (not 10 or 13 after cleaning)
A Shade of Doubt,Bella Forrest (Goodreads Author),'B00UO6Z8N4,00684,Invalid Length (not 10 or 13 after cleaning)
The Secret of the Long-Lost Cousin-Free Sample Story: Can You Solve the Mystery #1-Free Sample Story (Can you solve the mystery?),M. Masters,'B00BHGG78A,0078,Invalid Length (not 10 or 13 after cleaning)
"From Zero to Success: How to Make Cash From Blogging, How to Start a Blog and A Secret Guide to Monetising a Blog for Beginners.",James Phillips,'B07HXVF27W,0727,Invalid Length (not 10 or 13 after cleaning)
Claiming Sarah,Susan Stoker (Goodreads Author),'B07MZW6VQN,076,Invalid Length (not 10 or 13 after cleaning)
"Barbarians: How The Baby Boomers, Immigration, and Islam Screwed my Generation",Lauren Southern,'B01MU30NB0,01300,Invalid Length (not 10 or 13 after cleaning)
Until the Sun Falls from the Sky,Kristen Ashley (Goodreads Author),'B007CKQ2KS,0072,Invalid Length (not 10 or 13 after cleaning)
Broken Juliet,Leisa Rayven (Goodreads Author),'B00Q4TH25W,00425,Invalid Length (not 10 or 13 after cleaning)
Whiskey Prince,Toni Aleo (Goodreads Author),'B00LRQ6N48,00648,Invalid Length (not 10 or 13 after cleaning)
Mr and Mrs,Alexa Riley (Goodreads Author),'B01E4AF6VO,0146,Invalid Length (not 10 or 13 after cleaning)
Alfred Hitchcock's Get Me to the Wake on Time,"Alfred Hitchcock (Editor), Gil Brewer, Arthur Porges, Donald Honig, Richard Hardwick, H.A. DeRosso, C.B. Gilford, Ray Russell, more…",,,Invalid Length (not 10 or 13 after cleaning)
Secrets At Maple Syrup Farm,Rebecca Raisin (Goodreads Author),'B00OQD8HNY,008,Invalid Length (not 10 or 13 after cleaning)
A Shade of Novak,Bella Forrest (Goodreads Author),'B00QVNQXTC,00,Invalid Length (not 10 or 13 after cleaning)
Maker of Sunshine: Only for Love (Lewis Family Book 1),G. Nichelle (Goodreads Author),'B07N42Y25H,074225,Invalid Length (not 10 or 13 after cleaning)
